2021-12-22 19:56:15,138 - INFO - **************common.configs**********
2021-12-22 19:56:15,138 - INFO - use_gpu: True, use_xpu: False, use_visual: False, train_batch_size: 512, train_data_dir: ./data/big_data/train, epochs: 1, print_interval: 500, model_save_path: output_model_flen_0
2021-12-22 19:56:15,138 - INFO - **************common.configs**********
W1222 19:56:15.139465 32987 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W1222 19:56:15.143121 32987 device_context.cc:465] device: 0, cuDNN Version: 7.6.
2021-12-22 19:56:21,276 - INFO - read data
2021-12-22 19:56:21,276 - INFO - reader path:avazu_reader
/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/tensor/creation.py:130: DeprecationWarning: `np.object` is a deprecated alias for the builtin `object`. To silence this warning, use `object` by itself. Doing this will not modify any behavior and is safe. 
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  if data.dtype == np.object:
2021-12-22 20:02:09,765 - INFO - epoch: 0, batch_id: 5500, auc:0.755830, loss:0.3397336, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06186 sec, avg_samples: 512.00000, ips: 8276.22201 ins/s
2021-12-22 20:02:41,429 - INFO - epoch: 0, batch_id: 6000, auc:0.756443, loss:0.42944157, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06319 sec, avg_samples: 512.00000, ips: 8101.97726 ins/s
2021-12-22 20:03:11,895 - INFO - epoch: 0, batch_id: 6500, auc:0.756473, loss:0.45756686, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06080 sec, avg_samples: 512.00000, ips: 8421.53766 ins/s
2021-12-22 20:03:44,295 - INFO - epoch: 0, batch_id: 7000, auc:0.757835, loss:0.35931033, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06466 sec, avg_samples: 512.00000, ips: 7917.74870 ins/s
2021-12-22 20:04:15,581 - INFO - epoch: 0, batch_id: 7500, auc:0.759727, loss:0.32885203, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06244 sec, avg_samples: 512.00000, ips: 8200.13019 ins/s
2021-12-22 20:04:46,494 - INFO - epoch: 0, batch_id: 8000, auc:0.759680, loss:0.4159938, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06168 sec, avg_samples: 512.00000, ips: 8300.28993 ins/s
2021-12-22 20:05:16,783 - INFO - epoch: 0, batch_id: 8500, auc:0.762335, loss:0.27724656, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06044 sec, avg_samples: 512.00000, ips: 8470.66646 ins/s
2021-12-22 20:05:47,357 - INFO - epoch: 0, batch_id: 9000, auc:0.764594, loss:0.3127933, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06101 sec, avg_samples: 512.00000, ips: 8391.63063 ins/s
2021-12-22 20:06:17,437 - INFO - epoch: 0, batch_id: 9500, auc:0.766452, loss:0.33044043, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06003 sec, avg_samples: 512.00000, ips: 8529.37562 ins/s
2021-12-22 20:06:47,973 - INFO - epoch: 0, batch_id: 10000, auc:0.767812, loss:0.2894117, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06094 sec, avg_samples: 512.00000, ips: 8402.04931 ins/s
2021-12-22 20:07:17,645 - INFO - epoch: 0, batch_id: 10500, auc:0.769055, loss:0.27078286, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05921 sec, avg_samples: 512.00000, ips: 8647.52065 ins/s
2021-12-22 20:07:47,863 - INFO - epoch: 0, batch_id: 11000, auc:0.769997, loss:0.3522601, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06030 sec, avg_samples: 512.00000, ips: 8490.52186 ins/s
2021-12-22 20:08:18,980 - INFO - epoch: 0, batch_id: 11500, auc:0.771101, loss:0.32443622, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06206 sec, avg_samples: 512.00000, ips: 8250.41902 ins/s
2021-12-22 20:08:49,138 - INFO - epoch: 0, batch_id: 12000, auc:0.771789, loss:0.36778235, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.06018 sec, avg_samples: 512.00000, ips: 8508.21779 ins/s
2021-12-22 20:09:19,979 - INFO - epoch: 0, batch_id: 12500, auc:0.771262, loss:0.36795783, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.06155 sec, avg_samples: 512.00000, ips: 8318.98202 ins/s
